source,target,interaction_type,score,inhibition_type
Chr08_31426,Eucgr.G00745,miRNA-target,3.0,Translation
Chr08_31426,Eucgr.F00618,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.E00693,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.K02448,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.K02448,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.F03507,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.G02771,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.B01530,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.B01530,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.B01530,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.E02396,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.F03272,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.B00634,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.B00634,miRNA-target,3.0,Cleavage
Chr08_33849,Eucgr.K02574,miRNA-target,3.0,Cleavage
Chr08_33849,Eucgr.J01246,miRNA-target,3.0,Cleavage
Chr08_33849,Eucgr.A01463,miRNA-target,3.0,Cleavage
Chr08_33849,Eucgr.A02577,miRNA-target,3.0,Cleavage
Chr08_33849,Eucgr.L02536,miRNA-target,3.0,Cleavage
Chr08_33849,Eucgr.H00344,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.B03433,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.A02083,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.A02083,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.C02482,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.H02825,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.C02488,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.K01444,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.K01450,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.C03126,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.K01427,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.K00185,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.K00185,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.D02551,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.J01519,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.D02142,miRNA-target,3.0,Translation
Chr08_34494,Eucgr.D02142,miRNA-target,3.0,Translation
Chr08_34494,Eucgr.D02142,miRNA-target,3.0,Translation
Chr08_34494,Eucgr.E00805,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.E00805,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.E00805,miRNA-target,3.0,Cleavage
Chr08_34494,Eucgr.E00805,miRNA-target,3.0,Cleavage
Chr08_34702,Eucgr.H04429,miRNA-target,3.0,Cleavage
Chr08_34702,Eucgr.H04922,miRNA-target,3.0,Cleavage
Chr08_34702,Eucgr.E01212,miRNA-target,3.0,Cleavage
Chr08_34702,Eucgr.J01889,miRNA-target,3.0,Cleavage
Chr08_34702,Eucgr.F01460,miRNA-target,3.0,Cleavage
Chr08_35572,Eucgr.G01271,miRNA-target,3.0,Cleavage
Chr08_35572,Eucgr.G03140,miRNA-target,3.0,Cleavage
Chr08_35572,Eucgr.F02219,miRNA-target,3.0,Cleavage
Chr08_35572,Eucgr.G01811,miRNA-target,3.0,Cleavage
Chr08_35572,Eucgr.A01301,miRNA-target,3.0,Cleavage
Chr08_35572,Eucgr.K01327,miRNA-target,3.0,Cleavage
Chr08_35572,Eucgr.C01635,miRNA-target,3.0,Cleavage
Chr08_35572,Eucgr.C01493,miRNA-target,3.0,Cleavage
Chr08_35572,Eucgr.K00559,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.I02742,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.E01439,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.H03945,miRNA-target,3.0,Translation
Chr08_35612,Eucgr.H02472,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.F01437,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.F01437,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.F02602,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.C03719,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.B01918,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.L01850,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.B01733,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.F01418,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.L01482,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.F01421,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.F01421,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.G01599,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.G01599,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.G01599,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.I02599,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.G03134,miRNA-target,3.0,Translation
Chr08_35612,Eucgr.D02028,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.D02028,miRNA-target,3.0,Cleavage
Chr08_35612,Eucgr.D02028,miRNA-target,3.0,Cleavage
Chr09_36711,Eucgr.F03409,miRNA-target,3.0,Translation
Chr09_36711,Eucgr.K01681,miRNA-target,3.0,Cleavage
Chr09_36714,Eucgr.A00726,miRNA-target,3.0,Cleavage
Chr09_36714,Eucgr.J01412,miRNA-target,3.0,Cleavage
Chr09_36718,Eucgr.F01711,miRNA-target,3.0,Cleavage
Chr09_36718,Eucgr.C00008,miRNA-target,3.0,Cleavage
Chr09_36718,Eucgr.E00311,miRNA-target,3.0,Cleavage
Chr09_36718,Eucgr.E00311,miRNA-target,3.0,Cleavage
Chr09_36718,Eucgr.E00311,miRNA-target,3.0,Cleavage
Chr09_36718,Eucgr.E00311,miRNA-target,3.0,Cleavage
Chr09_36718,Eucgr.E00311,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.A01709,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.A01709,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.D00907,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.D00907,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.D00907,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.D01503,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.K03271,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.L02794,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.G00901,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.G00904,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.G02483,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.J01434,miRNA-target,3.0,Cleavage
Chr10_40549,Eucgr.K02663,miRNA-target,3.0,Cleavage
Chr10_41135,Eucgr.I01815,miRNA-target,3.0,Cleavage
Chr10_41135,Eucgr.H04431,miRNA-target,3.0,Cleavage
Chr10_41201,Eucgr.H00382,miRNA-target,3.0,Cleavage
Chr10_41201,Eucgr.H00378,miRNA-target,3.0,Cleavage
Chr10_41201,Eucgr.H01423,miRNA-target,3.0,Cleavage
Chr10_41201,Eucgr.H01423,miRNA-target,3.0,Cleavage
Chr10_41201,Eucgr.H01423,miRNA-target,3.0,Cleavage
Chr10_41575,Eucgr.H03480,miRNA-target,3.0,Cleavage
Chr10_41575,Eucgr.H03480,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.H04081,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.I00178,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.F01130,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.F01130,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.I02373,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.G00775,miRNA-target,3.0,Translation
Chr11_41982,Eucgr.I00188,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.K00636,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.F04101,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.G00881,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.C01163,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.G00620,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.H03154,miRNA-target,3.0,Cleavage
Chr11_41982,Eucgr.H03154,miRNA-target,3.0,Cleavage
Chr11_42092,Eucgr.H01423,miRNA-target,3.0,Cleavage
Chr11_42092,Eucgr.H01423,miRNA-target,3.0,Cleavage
Chr11_42092,Eucgr.H01423,miRNA-target,3.0,Cleavage
Chr11_42092,Eucgr.K01870,miRNA-target,3.0,Cleavage
Chr11_42092,Eucgr.B01536,miRNA-target,3.0,Translation
Chr11_42092,Eucgr.I02335,miRNA-target,3.0,Cleavage
Chr11_42092,Eucgr.F02882,miRNA-target,3.0,Cleavage
Chr11_43106,Eucgr.H03321,miRNA-target,3.0,Cleavage
Chr11_44314,Eucgr.B02594,miRNA-target,3.0,Cleavage
Chr11_44314,Eucgr.B01363,miRNA-target,3.0,Cleavage
Egr-miR156a,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156a,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156a,Eucgr.A00359,miRNA-target,3.0,Cleavage
Egr-miR156a,Eucgr.K00131,miRNA-target,3.0,Cleavage
Egr-miR156a,Eucgr.G00982,miRNA-target,3.0,Cleavage
Egr-miR156b,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156b,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156b,Eucgr.A00359,miRNA-target,3.0,Cleavage
Egr-miR156b,Eucgr.K00131,miRNA-target,3.0,Cleavage
Egr-miR156b,Eucgr.G00982,miRNA-target,3.0,Cleavage
Egr-miR156d,Eucgr.A00359,miRNA-target,3.0,Cleavage
Egr-miR156d,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156d,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156d,Eucgr.K03390,miRNA-target,3.0,Cleavage
Egr-miR156d,Eucgr.J01144,miRNA-target,3.0,Cleavage
Egr-miR156e,Eucgr.A00359,miRNA-target,3.0,Cleavage
Egr-miR156e,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156e,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156e,Eucgr.K03390,miRNA-target,3.0,Cleavage
Egr-miR156e,Eucgr.J01144,miRNA-target,3.0,Cleavage
Egr-miR156f,Eucgr.A00359,miRNA-target,3.0,Cleavage
Egr-miR156f,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156f,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156f,Eucgr.K03390,miRNA-target,3.0,Cleavage
Egr-miR156f,Eucgr.J01144,miRNA-target,3.0,Cleavage
Egr-miR156h,Eucgr.A00359,miRNA-target,3.0,Cleavage
Egr-miR156h,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156h,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156h,Eucgr.K03390,miRNA-target,3.0,Cleavage
Egr-miR156h,Eucgr.J01144,miRNA-target,3.0,Cleavage
Egr-miR156i,Eucgr.A00359,miRNA-target,3.0,Cleavage
Egr-miR156i,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156i,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156i,Eucgr.K03390,miRNA-target,3.0,Cleavage
Egr-miR156i,Eucgr.J01144,miRNA-target,3.0,Cleavage
Egr-miR156j,Eucgr.A00359,miRNA-target,3.0,Cleavage
Egr-miR156j,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156j,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156j,Eucgr.K03390,miRNA-target,3.0,Cleavage
Egr-miR156j,Eucgr.J01144,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.H00012,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.L02705,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.J02454,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.B03328,miRNA-target,3.0,Translation
Egr-miR156k,Eucgr.C03336,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.C03645,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.A01661,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.J01777,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.J01777,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.K01705,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.H03592,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.K01705,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.H03592,miRNA-target,3.0,Cleavage
Egr-miR156k,Eucgr.K02109,miRNA-target,3.0,Translation
Egr-miR156l,Eucgr.A02933,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.F00587,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.C03200,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.C03202,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.F02016,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.J02124,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.E01777,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.G02582,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.G02582,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.J02987,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.J02987,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.F01980,miRNA-target,3.0,Cleavage
Egr-miR156l,Eucgr.D00519,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.A02933,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.F00587,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.C03200,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.C03202,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.F02016,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.J02124,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.E01777,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.G02582,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.G02582,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.J02987,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.J02987,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.F01980,miRNA-target,3.0,Cleavage
Egr-miR156m,Eucgr.D00519,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.A02933,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.F00587,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.C03200,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.C03202,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.F02016,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.J02124,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.E01777,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.G02582,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.G02582,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.J02987,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.J02987,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.F01980,miRNA-target,3.0,Cleavage
Egr-miR156n,Eucgr.D00519,miRNA-target,3.0,Cleavage
Egr-miR156o,Eucgr.A00359,miRNA-target,3.0,Cleavage
Egr-miR156o,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156o,Eucgr.E01830,miRNA-target,3.0,Cleavage
Egr-miR156o,Eucgr.K03390,miRNA-target,3.0,Cleavage
Egr-miR156o,Eucgr.J01144,miRNA-target,3.0,Cleavage
Egr-miR164a,Eucgr.D01503,miRNA-target,3.0,Cleavage
Egr-miR164a,Eucgr.E03848,miRNA-target,3.0,Translation
Egr-miR164a,Eucgr.E03850,miRNA-target,3.0,Translation
Egr-miR164a,Eucgr.E03850,miRNA-target,3.0,Translation
Egr-miR164a,Eucgr.E03850,miRNA-target,3.0,Translation
Egr-miR164a,Eucgr.K01669,miRNA-target,3.0,Cleavage
Egr-miR164a,Eucgr.K01669,miRNA-target,3.0,Cleavage
Egr-miR164a,Eucgr.K01669,miRNA-target,3.0,Cleavage
Egr-miR164a,Eucgr.B02388,miRNA-target,3.0,Cleavage
Egr-miR164a,Eucgr.C00432,miRNA-target,3.0,Cleavage
Egr-miR164a,Eucgr.D01196,miRNA-target,3.0,Cleavage
Egr-miR164a,Eucgr.B00719,miRNA-target,3.0,Cleavage
Egr-miR165b,Eucgr.D00593,miRNA-target,3.0,Cleavage
Egr-miR165b,Eucgr.D00593,miRNA-target,3.0,Cleavage
Egr-miR165b,Eucgr.J01766,miRNA-target,3.0,Translation
Egr-miR165b,Eucgr.J01766,miRNA-target,3.0,Translation
Egr-miR165b,Eucgr.D00592,miRNA-target,3.0,Cleavage
Egr-miR165b,Eucgr.D00591,miRNA-target,3.0,Cleavage
Egr-miR165b,Eucgr.D00595,miRNA-target,3.0,Cleavage
Egr-miR165b,Eucgr.L01216,miRNA-target,3.0,Cleavage
Egr-miR165b,Eucgr.C02388,miRNA-target,3.0,Cleavage
Egr-miR165b,Eucgr.C02388,miRNA-target,3.0,Cleavage
Egr-miR165b,Eucgr.F03104,miRNA-target,3.0,Cleavage
Egr-miR165e,Eucgr.D00593,miRNA-target,3.0,Cleavage
Egr-miR165e,Eucgr.D00593,miRNA-target,3.0,Cleavage
Egr-miR165e,Eucgr.D00592,miRNA-target,3.0,Cleavage
Egr-miR165e,Eucgr.D00591,miRNA-target,3.0,Cleavage
Egr-miR165e,Eucgr.D00595,miRNA-target,3.0,Cleavage
Egr-miR165e,Eucgr.J01766,miRNA-target,3.0,Translation
Egr-miR165e,Eucgr.J01766,miRNA-target,3.0,Translation
Egr-miR165e,Eucgr.L01216,miRNA-target,3.0,Cleavage
Egr-miR165e,Eucgr.C02388,miRNA-target,3.0,Cleavage
Egr-miR165e,Eucgr.C02388,miRNA-target,3.0,Cleavage
Egr-miR165e,Eucgr.F03104,miRNA-target,3.0,Cleavage
Egr-miR165f,Eucgr.D00593,miRNA-target,3.0,Cleavage
Egr-miR165f,Eucgr.D00593,miRNA-target,3.0,Cleavage
Egr-miR165f,Eucgr.D00592,miRNA-target,3.0,Cleavage
Egr-miR165f,Eucgr.D00591,miRNA-target,3.0,Cleavage
Egr-miR165f,Eucgr.D00595,miRNA-target,3.0,Cleavage
Egr-miR165f,Eucgr.J01766,miRNA-target,3.0,Translation
Egr-miR165f,Eucgr.J01766,miRNA-target,3.0,Translation
Egr-miR165f,Eucgr.L01216,miRNA-target,3.0,Cleavage
Egr-miR165f,Eucgr.C02388,miRNA-target,3.0,Cleavage
Egr-miR165f,Eucgr.C02388,miRNA-target,3.0,Cleavage
Egr-miR165f,Eucgr.F03104,miRNA-target,3.0,Cleavage
Egr-miR167a,Eucgr.F04001,miRNA-target,3.0,Cleavage
Egr-miR167a,Eucgr.H00603,miRNA-target,3.0,Cleavage
Egr-miR167a,Eucgr.H00605,miRNA-target,3.0,Cleavage
Egr-miR167a,Eucgr.H00600,miRNA-target,3.0,Cleavage
Egr-miR167b,Eucgr.F00749,miRNA-target,3.0,Cleavage
Egr-miR167b,Eucgr.H00555,miRNA-target,3.0,Cleavage
Egr-miR167b,Eucgr.H02647,miRNA-target,3.0,Cleavage
Egr-miR167b,Eucgr.H02645,miRNA-target,3.0,Cleavage
Egr-miR167b,Eucgr.F03026,miRNA-target,3.0,Cleavage
Egr-miR167b,Eucgr.K02068,miRNA-target,3.0,Cleavage
Egr-miR167b,Eucgr.K02068,miRNA-target,3.0,Cleavage
Egr-miR167c,Eucgr.F04001,miRNA-target,3.0,Cleavage
Egr-miR167c,Eucgr.H00603,miRNA-target,3.0,Cleavage
Egr-miR167c,Eucgr.H00605,miRNA-target,3.0,Cleavage
Egr-miR167c,Eucgr.H00600,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.F04420,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D01674,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D02603,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.I01183,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.I01183,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.A01418,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.A01534,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.C00823,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.A01418,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.F00097,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.L00593,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.I00852,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.E00070,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D01126,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D01126,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.B02507,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D01758,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D01758,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D01758,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D01758,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.K03591,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.B02505,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.B02505,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.B02279,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.J01882,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.G01806,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.H02264,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D00919,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.L00961,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.B00260,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.K01667,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.K01667,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D00923,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.D00923,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.A02497,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.B02351,miRNA-target,3.0,Cleavage
Egr-miR396a,Eucgr.L02994,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.F04420,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D01674,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D02603,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.I01183,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.I01183,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.A01418,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.A01534,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.C00823,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.A01418,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.F00097,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.L00593,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.I00852,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.E00070,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D01126,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D01126,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.B02507,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D01758,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D01758,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D01758,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D01758,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.K03591,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.B02505,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.B02505,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.B02279,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.J01882,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.G01806,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.H02264,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D00919,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.L00961,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.B00260,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.K01667,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.K01667,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D00923,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.D00923,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.A02497,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.B02351,miRNA-target,3.0,Cleavage
Egr-miR396c,Eucgr.L02994,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.L01911,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.D02633,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.A02363,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.D02632,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.L01909,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.B03389,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.K00653,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.I02709,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.I02709,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.I02520,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.I02520,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.I02520,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.F00834,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.E01306,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.K01281,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.E01301,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.C01654,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.C01968,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.C03444,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.D02653,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.F02820,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.F02820,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.E04347,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.E02771,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.A02292,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.A02292,miRNA-target,3.0,Cleavage
