mirna_core_accession,mirna_id,srr_accession,study_id,tissue,genotype,condition,replicate,raw_count,cpm
73,Egr-miR156f,SRR14138145,3,stem,,opposite_wood,2,57.0,15.3635
73,Egr-miR156f,SRR14138146,3,stem,,unbent_control,2,276.0,61.2392
73,Egr-miR156f,SRR5433935,4,leaves,,,1,16842.0,1169.514
73,Egr-miR156f,SRR5433936,4,stem,,,1,4215.0,186.9661
74,Egr-miR156h,SRR11749594,1,callus,GL9,,1,3553.0,261.6685
74,Egr-miR156h,SRR11749595,1,stem,GL9,,3,13860.0,862.2789
74,Egr-miR156h,SRR11749596,1,stem,GL9,,2,13743.0,844.9689
74,Egr-miR156h,SRR11749597,1,stem,GL9,,1,7983.0,587.6216
74,Egr-miR156h,SRR11749598,1,callus,DH201-2,,3,3162.0,251.0816
74,Egr-miR156h,SRR11749599,1,callus,DH201-2,,2,5521.0,414.984
74,Egr-miR156h,SRR11749600,1,callus,DH201-2,,1,5574.0,432.2572
74,Egr-miR156h,SRR11749601,1,stem,DH201-2,,3,4388.0,290.0081
74,Egr-miR156h,SRR11749602,1,callus,GL9,,3,3495.0,241.1637
74,Egr-miR156h,SRR11749603,1,callus,GL9,,2,2997.0,241.0151
74,Egr-miR156h,SRR11749604,1,stem,DH201-2,,2,7793.0,527.1044
74,Egr-miR156h,SRR11749605,1,stem,DH201-2,,1,6034.0,372.5887
74,Egr-miR156h,SRR14138141,3,stem,,tension_wood,1,22.0,4.4432
74,Egr-miR156h,SRR14138142,3,stem,,opposite_wood,1,30.0,6.3826
74,Egr-miR156h,SRR14138143,3,stem,,unbent_control,1,47.0,8.3633
74,Egr-miR156h,SRR14138144,3,stem,,tension_wood,2,63.0,11.5656
74,Egr-miR156h,SRR14138145,3,stem,,opposite_wood,2,57.0,15.3635
74,Egr-miR156h,SRR14138146,3,stem,,unbent_control,2,276.0,61.2392
74,Egr-miR156h,SRR5433935,4,leaves,,,1,16842.0,1169.514
74,Egr-miR156h,SRR5433936,4,stem,,,1,4215.0,186.9661
75,Egr-miR156i,SRR11749594,1,callus,GL9,,1,3553.0,261.6685
75,Egr-miR156i,SRR11749595,1,stem,GL9,,3,13860.0,862.2789
75,Egr-miR156i,SRR11749596,1,stem,GL9,,2,13743.0,844.9689
75,Egr-miR156i,SRR11749597,1,stem,GL9,,1,7983.0,587.6216
75,Egr-miR156i,SRR11749598,1,callus,DH201-2,,3,3162.0,251.0816
75,Egr-miR156i,SRR11749599,1,callus,DH201-2,,2,5521.0,414.984
75,Egr-miR156i,SRR11749600,1,callus,DH201-2,,1,5574.0,432.2572
75,Egr-miR156i,SRR11749601,1,stem,DH201-2,,3,4388.0,290.0081
75,Egr-miR156i,SRR11749602,1,callus,GL9,,3,3495.0,241.1637
75,Egr-miR156i,SRR11749603,1,callus,GL9,,2,2997.0,241.0151
75,Egr-miR156i,SRR11749604,1,stem,DH201-2,,2,7793.0,527.1044
75,Egr-miR156i,SRR11749605,1,stem,DH201-2,,1,6034.0,372.5887
75,Egr-miR156i,SRR14138141,3,stem,,tension_wood,1,22.0,4.4432
75,Egr-miR156i,SRR14138142,3,stem,,opposite_wood,1,30.0,6.3826
75,Egr-miR156i,SRR14138143,3,stem,,unbent_control,1,47.0,8.3633
75,Egr-miR156i,SRR14138144,3,stem,,tension_wood,2,63.0,11.5656
75,Egr-miR156i,SRR14138145,3,stem,,opposite_wood,2,57.0,15.3635
75,Egr-miR156i,SRR14138146,3,stem,,unbent_control,2,276.0,61.2392
75,Egr-miR156i,SRR5433935,4,leaves,,,1,16842.0,1169.514
75,Egr-miR156i,SRR5433936,4,stem,,,1,4215.0,186.9661
76,Egr-miR156j,SRR11749594,1,callus,GL9,,1,3553.0,261.6685
76,Egr-miR156j,SRR11749595,1,stem,GL9,,3,13860.0,862.2789
76,Egr-miR156j,SRR11749596,1,stem,GL9,,2,13743.0,844.9689
76,Egr-miR156j,SRR11749597,1,stem,GL9,,1,7983.0,587.6216
76,Egr-miR156j,SRR11749598,1,callus,DH201-2,,3,3162.0,251.0816
76,Egr-miR156j,SRR11749599,1,callus,DH201-2,,2,5521.0,414.984
76,Egr-miR156j,SRR11749600,1,callus,DH201-2,,1,5574.0,432.2572
76,Egr-miR156j,SRR11749601,1,stem,DH201-2,,3,4388.0,290.0081
76,Egr-miR156j,SRR11749602,1,callus,GL9,,3,3495.0,241.1637
76,Egr-miR156j,SRR11749603,1,callus,GL9,,2,2997.0,241.0151
76,Egr-miR156j,SRR11749604,1,stem,DH201-2,,2,7793.0,527.1044
76,Egr-miR156j,SRR11749605,1,stem,DH201-2,,1,6034.0,372.5887
76,Egr-miR156j,SRR14138141,3,stem,,tension_wood,1,22.0,4.4432
76,Egr-miR156j,SRR14138142,3,stem,,opposite_wood,1,30.0,6.3826
76,Egr-miR156j,SRR14138143,3,stem,,unbent_control,1,47.0,8.3633
76,Egr-miR156j,SRR14138144,3,stem,,tension_wood,2,63.0,11.5656
76,Egr-miR156j,SRR14138145,3,stem,,opposite_wood,2,57.0,15.3635
76,Egr-miR156j,SRR14138146,3,stem,,unbent_control,2,276.0,61.2392
76,Egr-miR156j,SRR5433935,4,leaves,,,1,16842.0,1169.514
76,Egr-miR156j,SRR5433936,4,stem,,,1,4215.0,186.9661
77,Egr-miR156k,SRR11749594,1,callus,GL9,,1,16064.0,1183.0684
77,Egr-miR156k,SRR11749595,1,stem,GL9,,3,13374.0,832.0431
77,Egr-miR156k,SRR11749596,1,stem,GL9,,2,11783.0,724.4611
77,Egr-miR156k,SRR11749597,1,stem,GL9,,1,19118.0,1407.2592
77,Egr-miR156k,SRR11749598,1,callus,DH201-2,,3,8598.0,682.7323
77,Egr-miR156k,SRR11749599,1,callus,DH201-2,,2,8543.0,642.1316
77,Egr-miR156k,SRR11749600,1,callus,DH201-2,,1,9367.0,726.4
77,Egr-miR156k,SRR11749601,1,stem,DH201-2,,3,29747.0,1966.0145
77,Egr-miR156k,SRR11749602,1,callus,GL9,,3,10565.0,729.0112
77,Egr-miR156k,SRR11749603,1,callus,GL9,,2,15105.0,1214.7255
77,Egr-miR156k,SRR11749604,1,stem,DH201-2,,2,36179.0,2447.0819
77,Egr-miR156k,SRR11749605,1,stem,DH201-2,,1,20835.0,1286.524
77,Egr-miR156k,SRR14138141,3,stem,,tension_wood,1,5.0,1.0098
77,Egr-miR156k,SRR14138142,3,stem,,opposite_wood,1,11.0,2.3403
77,Egr-miR156k,SRR14138143,3,stem,,unbent_control,1,42.0,7.4736
77,Egr-miR156k,SRR14138144,3,stem,,tension_wood,2,116.0,21.2954
77,Egr-miR156k,SRR14138145,3,stem,,opposite_wood,2,5.0,1.3477
77,Egr-miR156k,SRR14138146,3,stem,,unbent_control,2,135.0,29.954
77,Egr-miR156k,SRR5433935,4,leaves,,,1,1005.0,69.7875
77,Egr-miR156k,SRR5433936,4,stem,,,1,583.0,25.8603
78,Egr-miR156l,SRR11749594,1,callus,GL9,,1,2869.0,211.2938
78,Egr-miR156l,SRR11749595,1,stem,GL9,,3,95104.0,5916.7511
78,Egr-miR156l,SRR11749596,1,stem,GL9,,2,124114.0,7630.9736
78,Egr-miR156l,SRR11749597,1,stem,GL9,,1,38018.0,2798.4716
78,Egr-miR156l,SRR11749598,1,callus,DH201-2,,3,1393.0,110.6125
78,Egr-miR156l,SRR11749599,1,callus,DH201-2,,2,2673.0,200.9151
78,Egr-miR156l,SRR11749600,1,callus,DH201-2,,1,1764.0,136.7961
78,Egr-miR156l,SRR11749601,1,stem,DH201-2,,3,64096.0,4236.1805
78,Egr-miR156l,SRR11749602,1,callus,GL9,,3,2506.0,172.9202
78,Egr-miR156l,SRR11749603,1,callus,GL9,,2,2923.0,235.0641
78,Egr-miR156l,SRR11749604,1,stem,DH201-2,,2,129824.0,8781.0598
78,Egr-miR156l,SRR11749605,1,stem,DH201-2,,1,125780.0,7766.6901
78,Egr-miR156l,SRR14138141,3,stem,,tension_wood,1,221.0,44.6341
78,Egr-miR156l,SRR14138142,3,stem,,opposite_wood,1,442.0,94.0367
78,Egr-miR156l,SRR14138143,3,stem,,unbent_control,1,645.0,114.7732
78,Egr-miR156l,SRR14138144,3,stem,,tension_wood,2,328.0,60.2146
78,Egr-miR156l,SRR14138145,3,stem,,opposite_wood,2,232.0,62.5322
78,Egr-miR156l,SRR14138146,3,stem,,unbent_control,2,1546.0,343.0283
78,Egr-miR156l,SRR5433935,4,leaves,,,1,27347.0,1898.9846
78,Egr-miR156l,SRR5433936,4,stem,,,1,5226.0,231.8113
79,Egr-miR156m,SRR11749594,1,callus,GL9,,1,2869.0,211.2938
79,Egr-miR156m,SRR11749595,1,stem,GL9,,3,95104.0,5916.7511
79,Egr-miR156m,SRR11749596,1,stem,GL9,,2,124114.0,7630.9736
79,Egr-miR156m,SRR11749597,1,stem,GL9,,1,38018.0,2798.4716
79,Egr-miR156m,SRR11749598,1,callus,DH201-2,,3,1393.0,110.6125
79,Egr-miR156m,SRR11749599,1,callus,DH201-2,,2,2673.0,200.9151
79,Egr-miR156m,SRR11749600,1,callus,DH201-2,,1,1764.0,136.7961
79,Egr-miR156m,SRR11749601,1,stem,DH201-2,,3,64096.0,4236.1805
79,Egr-miR156m,SRR11749602,1,callus,GL9,,3,2506.0,172.9202
79,Egr-miR156m,SRR11749603,1,callus,GL9,,2,2923.0,235.0641
79,Egr-miR156m,SRR11749604,1,stem,DH201-2,,2,129824.0,8781.0598
79,Egr-miR156m,SRR11749605,1,stem,DH201-2,,1,125780.0,7766.6901
79,Egr-miR156m,SRR14138141,3,stem,,tension_wood,1,221.0,44.6341
79,Egr-miR156m,SRR14138142,3,stem,,opposite_wood,1,442.0,94.0367
79,Egr-miR156m,SRR14138143,3,stem,,unbent_control,1,645.0,114.7732
79,Egr-miR156m,SRR14138144,3,stem,,tension_wood,2,328.0,60.2146
79,Egr-miR156m,SRR14138145,3,stem,,opposite_wood,2,232.0,62.5322
79,Egr-miR156m,SRR14138146,3,stem,,unbent_control,2,1546.0,343.0283
79,Egr-miR156m,SRR5433935,4,leaves,,,1,27347.0,1898.9846
79,Egr-miR156m,SRR5433936,4,stem,,,1,5226.0,231.8113
80,Egr-miR156n,SRR11749594,1,callus,GL9,,1,2917.0,214.8288
80,Egr-miR156n,SRR11749595,1,stem,GL9,,3,98072.0,6101.4008
80,Egr-miR156n,SRR11749596,1,stem,GL9,,2,127808.0,7858.0939
80,Egr-miR156n,SRR11749597,1,stem,GL9,,1,39469.0,2905.2784
80,Egr-miR156n,SRR11749598,1,callus,DH201-2,,3,1413.0,112.2006
80,Egr-miR156n,SRR11749599,1,callus,DH201-2,,2,2711.0,203.7714
80,Egr-miR156n,SRR11749600,1,callus,DH201-2,,1,1787.0,138.5798
80,Egr-miR156n,SRR11749601,1,stem,DH201-2,,3,64850.0,4286.0133
80,Egr-miR156n,SRR11749602,1,callus,GL9,,3,2562.0,176.7844
80,Egr-miR156n,SRR11749603,1,callus,GL9,,2,3002.0,241.4171
80,Egr-miR156n,SRR11749604,1,stem,DH201-2,,2,131854.0,8918.3653
80,Egr-miR156n,SRR11749605,1,stem,DH201-2,,1,127221.0,7855.6692
80,Egr-miR156n,SRR14138141,3,stem,,tension_wood,1,313.0,63.2148
80,Egr-miR156n,SRR14138142,3,stem,,opposite_wood,1,655.0,139.353
80,Egr-miR156n,SRR14138143,3,stem,,unbent_control,1,1593.0,283.4631
80,Egr-miR156n,SRR14138144,3,stem,,tension_wood,2,942.0,172.9333
80,Egr-miR156n,SRR14138145,3,stem,,opposite_wood,2,337.0,90.8334
80,Egr-miR156n,SRR14138146,3,stem,,unbent_control,2,3872.0,859.1239
80,Egr-miR156n,SRR5433935,4,leaves,,,1,25234.0,1752.2572
80,Egr-miR156n,SRR5433936,4,stem,,,1,7177.0,318.3524
81,Egr-miR156o,SRR11749594,1,callus,GL9,,1,3666.0,269.9906
81,Egr-miR156o,SRR11749595,1,stem,GL9,,3,13923.0,866.1983
81,Egr-miR156o,SRR11749596,1,stem,GL9,,2,13835.0,850.6254
81,Egr-miR156o,SRR11749597,1,stem,GL9,,1,8025.0,590.7132
81,Egr-miR156o,SRR11749598,1,callus,DH201-2,,3,3272.0,259.8162
81,Egr-miR156o,SRR11749599,1,callus,DH201-2,,2,5725.0,430.3176
81,Egr-miR156o,SRR11749600,1,callus,DH201-2,,1,5787.0,448.7751
81,Egr-miR156o,SRR11749601,1,stem,DH201-2,,3,4464.0,295.031
81,Egr-miR156o,SRR11749602,1,callus,GL9,,3,3609.0,249.03
81,Egr-miR156o,SRR11749603,1,callus,GL9,,2,3159.0,254.0429
81,Egr-miR156o,SRR11749604,1,stem,DH201-2,,2,7888.0,533.53
81,Egr-miR156o,SRR11749605,1,stem,DH201-2,,1,6096.0,376.4171
81,Egr-miR156o,SRR14138141,3,stem,,tension_wood,1,23.0,4.6452
81,Egr-miR156o,SRR14138142,3,stem,,opposite_wood,1,30.0,6.3826
81,Egr-miR156o,SRR14138143,3,stem,,unbent_control,1,50.0,8.8971
81,Egr-miR156o,SRR14138144,3,stem,,tension_wood,2,68.0,12.4835
81,Egr-miR156o,SRR14138145,3,stem,,opposite_wood,2,60.0,16.1721
81,Egr-miR156o,SRR14138146,3,stem,,unbent_control,2,285.0,63.2361
81,Egr-miR156o,SRR5433935,4,leaves,,,1,16851.0,1170.1389
81,Egr-miR156o,SRR5433936,4,stem,,,1,4254.0,188.696
82,Egr-miR164a,SRR11749594,1,callus,GL9,,1,6473.0,476.7182
82,Egr-miR164a,SRR11749595,1,stem,GL9,,3,12159.0,756.4537
82,Egr-miR164a,SRR11749596,1,stem,GL9,,2,15414.0,947.708
82,Egr-miR164a,SRR11749597,1,stem,GL9,,1,9315.0,685.669
82,Egr-miR164a,SRR11749598,1,callus,DH201-2,,3,735.0,58.3634
82,Egr-miR164a,SRR11749599,1,callus,DH201-2,,2,1257.0,94.482
82,Egr-miR164a,SRR11749600,1,callus,DH201-2,,1,1078.0,83.5976
82,Egr-miR164a,SRR11749601,1,stem,DH201-2,,3,3160.0,208.8481
82,Egr-miR164a,SRR11749602,1,callus,GL9,,3,6751.0,465.8358
82,Egr-miR164a,SRR11749603,1,callus,GL9,,2,4685.0,376.7619
82,Egr-miR164a,SRR11749604,1,stem,DH201-2,,2,10083.0,681.9958
82,Egr-miR164a,SRR11749605,1,stem,DH201-2,,1,6810.0,420.5053
82,Egr-miR164a,SRR14138141,3,stem,,tension_wood,1,9.0,1.8177
82,Egr-miR164a,SRR14138142,3,stem,,opposite_wood,1,27.0,5.7443
82,Egr-miR164a,SRR14138143,3,stem,,unbent_control,1,38.0,6.7618
82,Egr-miR164a,SRR14138144,3,stem,,tension_wood,2,52.0,9.5462
82,Egr-miR164a,SRR14138145,3,stem,,opposite_wood,2,17.0,4.5821
82,Egr-miR164a,SRR14138146,3,stem,,unbent_control,2,75.0,16.6411
82,Egr-miR164a,SRR5433935,4,leaves,,,1,14862.0,1032.0221
82,Egr-miR164a,SRR5433936,4,stem,,,1,2931.0,130.0113
83,Egr-miR165b,SRR11749594,1,callus,GL9,,1,32173.0,2369.451
83,Egr-miR165b,SRR11749595,1,stem,GL9,,3,596823.0,37130.4379
83,Egr-miR165b,SRR11749596,1,stem,GL9,,2,593938.0,36517.437
83,Egr-miR165b,SRR11749597,1,stem,GL9,,1,482146.0,35490.3431
83,Egr-miR165b,SRR11749598,1,callus,DH201-2,,3,43354.0,3442.5652
83,Egr-miR165b,SRR11749599,1,callus,DH201-2,,2,29966.0,2252.384
83,Egr-miR165b,SRR11749600,1,callus,DH201-2,,1,28196.0,2186.567
83,Egr-miR165b,SRR11749601,1,stem,DH201-2,,3,661080.0,43691.5601
83,Egr-miR165b,SRR11749602,1,callus,GL9,,3,39454.0,2722.424
83,Egr-miR165b,SRR11749603,1,callus,GL9,,2,9888.0,795.1808
83,Egr-miR165b,SRR11749604,1,stem,DH201-2,,2,783262.0,52978.4204
83,Egr-miR165b,SRR11749605,1,stem,DH201-2,,1,750829.0,46362.348
83,Egr-miR165b,SRR14138141,3,stem,,tension_wood,1,2187188.0,441733.7255
83,Egr-miR165b,SRR14138142,3,stem,,opposite_wood,1,2187239.0,465340.9904
83,Egr-miR165b,SRR14138143,3,stem,,unbent_control,1,2955420.0,525896.1251
83,Egr-miR165b,SRR14138144,3,stem,,tension_wood,2,3612868.0,663254.0178
83,Egr-miR165b,SRR14138145,3,stem,,opposite_wood,2,1902760.0,512860.7358
83,Egr-miR165b,SRR14138146,3,stem,,unbent_control,2,4300202.0,954133.8347
83,Egr-miR165b,SRR5433935,4,leaves,,,1,196219.0,13625.5114
83,Egr-miR165b,SRR5433936,4,stem,,,1,120487.0,5344.4791
84,Egr-miR165e,SRR11749594,1,callus,GL9,,1,31852.0,2345.8102
84,Egr-miR165e,SRR11749595,1,stem,GL9,,3,594575.0,36990.582
84,Egr-miR165e,SRR11749596,1,stem,GL9,,2,591072.0,36341.225
84,Egr-miR165e,SRR11749597,1,stem,GL9,,1,480123.0,35341.4319
84,Egr-miR165e,SRR11749598,1,callus,DH201-2,,3,43129.0,3424.6989
84,Egr-miR165e,SRR11749599,1,callus,DH201-2,,2,29741.0,2235.4719
84,Egr-miR165e,SRR11749600,1,callus,DH201-2,,1,28011.0,2172.2205
84,Egr-miR165e,SRR11749601,1,stem,DH201-2,,3,659469.0,43585.0872
84,Egr-miR165e,SRR11749602,1,callus,GL9,,3,39079.0,2696.5481
84,Egr-miR165e,SRR11749603,1,callus,GL9,,2,9584.0,770.7335
84,Egr-miR165e,SRR11749604,1,stem,DH201-2,,2,781179.0,52837.5301
84,Egr-miR165e,SRR11749605,1,stem,DH201-2,,1,748758.0,46234.4675
84,Egr-miR165e,SRR14138141,3,stem,,tension_wood,1,611053.0,123410.8445
84,Egr-miR165e,SRR14138142,3,stem,,opposite_wood,1,709847.0,151021.8618
84,Egr-miR165e,SRR14138143,3,stem,,unbent_control,1,830954.0,147862.3981
84,Egr-miR165e,SRR14138144,3,stem,,tension_wood,2,844086.0,154958.1747
84,Egr-miR165e,SRR14138145,3,stem,,opposite_wood,2,678312.0,182828.9387
84,Egr-miR165e,SRR14138146,3,stem,,unbent_control,2,938379.0,208208.6269
84,Egr-miR165e,SRR5433935,4,leaves,,,1,26109.0,1813.0175
84,Egr-miR165e,SRR5433936,4,stem,,,1,34118.0,1513.3827
85,Egr-miR165f,SRR11749594,1,callus,GL9,,1,32167.0,2369.0091
85,Egr-miR165f,SRR11749595,1,stem,GL9,,3,596794.0,37128.6337
85,Egr-miR165f,SRR11749596,1,stem,GL9,,2,593901.0,36515.1621
85,Egr-miR165f,SRR11749597,1,stem,GL9,,1,482112.0,35487.8404
85,Egr-miR165f,SRR11749598,1,callus,DH201-2,,3,43344.0,3441.7711
85,Egr-miR165f,SRR11749599,1,callus,DH201-2,,2,29957.0,2251.7075
85,Egr-miR165f,SRR11749600,1,callus,DH201-2,,1,28192.0,2186.2568
85,Egr-miR165f,SRR11749601,1,stem,DH201-2,,3,661052.0,43689.7096
85,Egr-miR165f,SRR11749602,1,callus,GL9,,3,39450.0,2722.148
85,Egr-miR165f,SRR11749603,1,callus,GL9,,2,9883.0,794.7787
85,Egr-miR165f,SRR11749604,1,stem,DH201-2,,2,783227.0,52976.0531
85,Egr-miR165f,SRR11749605,1,stem,DH201-2,,1,750798.0,46360.4338
85,Egr-miR165f,SRR14138141,3,stem,,tension_wood,1,2184557.0,441202.3576
85,Egr-miR165f,SRR14138142,3,stem,,opposite_wood,1,2184495.0,464757.1971
85,Egr-miR165f,SRR14138143,3,stem,,unbent_control,1,2952130.0,525310.6928
85,Egr-miR165f,SRR14138144,3,stem,,tension_wood,2,3609096.0,662561.5501
85,Egr-miR165f,SRR14138145,3,stem,,opposite_wood,2,1899281.0,511923.0229
85,Egr-miR165f,SRR14138146,3,stem,,unbent_control,2,4295405.0,953069.4708
85,Egr-miR165f,SRR5433935,4,leaves,,,1,29570.0,2053.3504
85,Egr-miR165f,SRR5433936,4,stem,,,1,120078.0,5326.3369
86,Egr-miR167a,SRR11749594,1,callus,GL9,,1,27936.0,2057.4078
86,Egr-miR167a,SRR11749595,1,stem,GL9,,3,16573.0,1031.0641
86,Egr-miR167a,SRR11749596,1,stem,GL9,,2,18834.0,1157.9818
86,Egr-miR167a,SRR11749597,1,stem,GL9,,1,11178.0,822.8028
86,Egr-miR167a,SRR11749598,1,callus,DH201-2,,3,37539.0,2980.8197
86,Egr-miR167a,SRR11749599,1,callus,DH201-2,,2,85675.0,6439.7316
86,Egr-miR167a,SRR11749600,1,callus,DH201-2,,1,31068.0,2409.2872
86,Egr-miR167a,SRR11749601,1,stem,DH201-2,,3,21136.0,1396.9033
86,Egr-miR167a,SRR11749602,1,callus,GL9,,3,22795.0,1572.9116
86,Egr-miR167a,SRR11749603,1,callus,GL9,,2,25522.0,2052.4478
86,Egr-miR167a,SRR11749604,1,stem,DH201-2,,2,19844.0,1342.2122
86,Egr-miR167a,SRR11749605,1,stem,DH201-2,,1,22547.0,1392.2369
86,Egr-miR167a,SRR14138141,3,stem,,tension_wood,1,98.0,19.7925
86,Egr-miR167a,SRR14138142,3,stem,,opposite_wood,1,219.0,46.5928
86,Egr-miR167a,SRR14138143,3,stem,,unbent_control,1,238.0,42.3504
86,Egr-miR167a,SRR14138144,3,stem,,tension_wood,2,281.0,51.5863
86,Egr-miR167a,SRR14138145,3,stem,,opposite_wood,2,75.0,20.2151
86,Egr-miR167a,SRR14138146,3,stem,,unbent_control,2,613.0,136.0132
86,Egr-miR167a,SRR5433935,4,leaves,,,1,32350.0,2246.3946
86,Egr-miR167a,SRR5433936,4,stem,,,1,923.0,40.9418
87,Egr-miR167b,SRR11749594,1,callus,GL9,,1,222.0,16.3497
87,Egr-miR167b,SRR11749595,1,stem,GL9,,3,2578.0,160.3864
87,Egr-miR167b,SRR11749596,1,stem,GL9,,2,2486.0,152.8482
87,Egr-miR167b,SRR11749597,1,stem,GL9,,1,1548.0,113.9469
87,Egr-miR167b,SRR11749598,1,callus,DH201-2,,3,379.0,30.0949
87,Egr-miR167b,SRR11749599,1,callus,DH201-2,,2,452.0,33.9744
87,Egr-miR167b,SRR11749600,1,callus,DH201-2,,1,594.0,46.064
87,Egr-miR167b,SRR11749601,1,stem,DH201-2,,3,1471.0,97.2201
87,Egr-miR167b,SRR11749602,1,callus,GL9,,3,242.0,16.6986
87,Egr-miR167b,SRR11749603,1,callus,GL9,,2,197.0,15.8425
87,Egr-miR167b,SRR11749604,1,stem,DH201-2,,2,1441.0,97.4666
87,Egr-miR167b,SRR11749605,1,stem,DH201-2,,1,1136.0,70.146
87,Egr-miR167b,SRR14138141,3,stem,,tension_wood,1,14.0,2.8275
87,Egr-miR167b,SRR14138142,3,stem,,opposite_wood,1,12.0,2.553
87,Egr-miR167b,SRR14138143,3,stem,,unbent_control,1,20.0,3.5589
87,Egr-miR167b,SRR14138144,3,stem,,tension_wood,2,70.0,12.8507
87,Egr-miR167b,SRR14138145,3,stem,,opposite_wood,2,34.0,9.1642
87,Egr-miR167b,SRR14138146,3,stem,,unbent_control,2,114.0,25.2945
87,Egr-miR167b,SRR5433935,4,leaves,,,1,19201.0,1333.3237
87,Egr-miR167b,SRR5433936,4,stem,,,1,179.0,7.94
88,Egr-miR167c,SRR11749594,1,callus,GL9,,1,23705.0,1745.8066
88,Egr-miR167c,SRR11749595,1,stem,GL9,,3,12895.0,802.2429
88,Egr-miR167c,SRR11749596,1,stem,GL9,,2,14817.0,911.0023
88,Egr-miR167c,SRR11749597,1,stem,GL9,,1,8701.0,640.473
88,Egr-miR167c,SRR11749598,1,callus,DH201-2,,3,35123.0,2788.9749
88,Egr-miR167c,SRR11749599,1,callus,DH201-2,,2,83053.0,6242.6498
88,Egr-miR167c,SRR11749600,1,callus,DH201-2,,1,27540.0,2135.695
88,Egr-miR167c,SRR11749601,1,stem,DH201-2,,3,19706.0,1302.3929
88,Egr-miR167c,SRR11749602,1,callus,GL9,,3,19040.0,1313.8073
88,Egr-miR167c,SRR11749603,1,callus,GL9,,2,21784.0,1751.8425
88,Egr-miR167c,SRR11749604,1,stem,DH201-2,,2,18548.0,1254.5531
88,Egr-miR167c,SRR11749605,1,stem,DH201-2,,1,21073.0,1301.2201
88,Egr-miR167c,SRR14138141,3,stem,,tension_wood,1,11.0,2.2216
88,Egr-miR167c,SRR14138142,3,stem,,opposite_wood,1,18.0,3.8295
88,Egr-miR167c,SRR14138143,3,stem,,unbent_control,1,20.0,3.5589
88,Egr-miR167c,SRR14138144,3,stem,,tension_wood,2,30.0,5.5074
88,Egr-miR167c,SRR14138145,3,stem,,opposite_wood,2,3.0,0.8086
88,Egr-miR167c,SRR14138146,3,stem,,unbent_control,2,59.0,13.091
88,Egr-miR167c,SRR5433935,4,leaves,,,1,30839.0,2141.4702
88,Egr-miR167c,SRR5433936,4,stem,,,1,328.0,14.5492
89,Egr-miR396a,SRR11749594,1,callus,GL9,,1,6277.0,462.2834
89,Egr-miR396a,SRR11749595,1,stem,GL9,,3,25003.0,1555.5237
89,Egr-miR396a,SRR11749596,1,stem,GL9,,2,30673.0,1885.886
89,Egr-miR396a,SRR11749597,1,stem,GL9,,1,18593.0,1368.6144
89,Egr-miR396a,SRR11749598,1,callus,DH201-2,,3,3306.0,262.516
89,Egr-miR396a,SRR11749599,1,callus,DH201-2,,2,3405.0,255.9356
89,Egr-miR396a,SRR11749600,1,callus,DH201-2,,1,4023.0,311.979
89,Egr-miR396a,SRR11749601,1,stem,DH201-2,,3,26111.0,1725.7069
89,Egr-miR396a,SRR11749602,1,callus,GL9,,3,5719.0,394.6252
89,Egr-miR396a,SRR11749603,1,callus,GL9,,2,3756.0,302.0529
89,Egr-miR396a,SRR11749604,1,stem,DH201-2,,2,41885.0,2833.0254
89,Egr-miR396a,SRR11749605,1,stem,DH201-2,,1,43751.0,2701.546
89,Egr-miR396a,SRR14138141,3,stem,,tension_wood,1,295.0,59.5794
89,Egr-miR396a,SRR14138142,3,stem,,opposite_wood,1,397.0,84.4628
89,Egr-miR396a,SRR14138143,3,stem,,unbent_control,1,624.0,111.0364
89,Egr-miR396a,SRR14138144,3,stem,,tension_wood,2,634.0,116.3904
89,Egr-miR396a,SRR14138145,3,stem,,opposite_wood,2,155.0,41.778
89,Egr-miR396a,SRR14138146,3,stem,,unbent_control,2,2467.0,547.3808
89,Egr-miR396a,SRR5433935,4,leaves,,,1,74838.0,5196.7751
89,Egr-miR396a,SRR5433936,4,stem,,,1,101485.0,4501.6015
90,Egr-miR396c,SRR11749594,1,callus,GL9,,1,6277.0,462.2834
90,Egr-miR396c,SRR11749595,1,stem,GL9,,3,25003.0,1555.5237
90,Egr-miR396c,SRR11749596,1,stem,GL9,,2,30673.0,1885.886
90,Egr-miR396c,SRR11749597,1,stem,GL9,,1,18593.0,1368.6144
90,Egr-miR396c,SRR11749598,1,callus,DH201-2,,3,3306.0,262.516
90,Egr-miR396c,SRR11749599,1,callus,DH201-2,,2,3405.0,255.9356
90,Egr-miR396c,SRR11749600,1,callus,DH201-2,,1,4023.0,311.979
90,Egr-miR396c,SRR11749601,1,stem,DH201-2,,3,26111.0,1725.7069
90,Egr-miR396c,SRR11749602,1,callus,GL9,,3,5719.0,394.6252
90,Egr-miR396c,SRR11749603,1,callus,GL9,,2,3756.0,302.0529
90,Egr-miR396c,SRR11749604,1,stem,DH201-2,,2,41885.0,2833.0254
90,Egr-miR396c,SRR11749605,1,stem,DH201-2,,1,43751.0,2701.546
90,Egr-miR396c,SRR14138141,3,stem,,tension_wood,1,295.0,59.5794
90,Egr-miR396c,SRR14138142,3,stem,,opposite_wood,1,397.0,84.4628
90,Egr-miR396c,SRR14138143,3,stem,,unbent_control,1,624.0,111.0364
